Environment;Tab;SubTab;Role Index;Role;Permission Index;Permission;Value
jnj-test;Inventory;Application;5;FL-Archivist;1;Inventory App;0
jnj-test;Inventory;Application;5;FL-Archivist;2;Manage Inventory;0
jnj-test;Inventory;Application;5;FL-Archivist;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;6;FL-Author;1;Inventory App;0
jnj-test;Inventory;Application;6;FL-Author;2;Manage Inventory;0
jnj-test;Inventory;Application;6;FL-Author;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;7;GxP Std User;1;Inventory App;1
jnj-test;Inventory;Application;7;GxP Std User;2;Manage Inventory;0
jnj-test;Inventory;Application;7;GxP Std User;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;8;GxP Superuser;1;Inventory App;0
jnj-test;Inventory;Application;8;GxP Superuser;2;Manage Inventory;0
jnj-test;Inventory;Application;8;GxP Superuser;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;9;Janssen Internal User;1;Inventory App;0
jnj-test;Inventory;Application;9;Janssen Internal User;2;Manage Inventory;0
jnj-test;Inventory;Application;9;Janssen Internal User;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;10;Non-GxP Standard User;1;Inventory App;0
jnj-test;Inventory;Application;10;Non-GxP Standard User;2;Manage Inventory;0
jnj-test;Inventory;Application;10;Non-GxP Standard User;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;11;Recipe Builder;1;Inventory App;0
jnj-test;Inventory;Application;11;Recipe Builder;2;Manage Inventory;0
jnj-test;Inventory;Application;11;Recipe Builder;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;12;ResearchCenterManager;1;Inventory App;0
jnj-test;Inventory;Application;12;ResearchCenterManager;2;Manage Inventory;0
jnj-test;Inventory;Application;12;ResearchCenterManager;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;13;ResearchCenterUser;1;Inventory App;0
jnj-test;Inventory;Application;13;ResearchCenterUser;2;Manage Inventory;0
jnj-test;Inventory;Application;13;ResearchCenterUser;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;14;ResearchCenterViewer;1;Inventory App;0
jnj-test;Inventory;Application;14;ResearchCenterViewer;2;Manage Inventory;0
jnj-test;Inventory;Application;14;ResearchCenterViewer;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;15;Sign & 2 Stage Review;1;Inventory App;0
jnj-test;Inventory;Application;15;Sign & 2 Stage Review;2;Manage Inventory;0
jnj-test;Inventory;Application;15;Sign & 2 Stage Review;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;16;Sign & Close;1;Inventory App;0
jnj-test;Inventory;Application;16;Sign & Close;2;Manage Inventory;0
jnj-test;Inventory;Application;16;Sign & Close;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;17;Superuser;1;Inventory App;0
jnj-test;Inventory;Application;17;Superuser;2;Manage Inventory;0
jnj-test;Inventory;Application;17;Superuser;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;18;TEST USER ROLES;1;Inventory App;1
jnj-test;Inventory;Application;18;TEST USER ROLES;2;Manage Inventory;0
jnj-test;Inventory;Application;18;TEST USER ROLES;3;Manage Inventory Attributes;0
jnj-test;Inventory;Locations;1;System Admin;1;Add Location;1
jnj-test;Inventory;Locations;1;System Admin;2;Edit Location;1
jnj-test;Inventory;Locations;1;System Admin;3;Move Location Contents;1
jnj-test;Inventory;Locations;1;System Admin;4;Move Location;1
jnj-test;Inventory;Locations;1;System Admin;5;Delete Location;1
jnj-test;Inventory;Locations;2;Inventory Admin;1;Add Location;1
jnj-test;Inventory;Locations;2;Inventory Admin;2;Edit Location;1
jnj-test;Inventory;Locations;2;Inventory Admin;3;Move Location Contents;1
jnj-test;Inventory;Locations;2;Inventory Admin;4;Move Location;1
jnj-test;Inventory;Locations;2;Inventory Admin;5;Delete Location;1
jnj-test;Inventory;Locations;3;Standard User;1;Add Location;0
jnj-test;Inventory;Locations;3;Standard User;2;Edit Location;0
jnj-test;Inventory;Locations;3;Standard User;3;Move Location Contents;0
jnj-test;Inventory;Locations;3;Standard User;4;Move Location;0
jnj-test;Inventory;Locations;3;Standard User;5;Delete Location;0
jnj-test;Inventory;Locations;4;FL-Approver;1;Add Location;0
jnj-test;Inventory;Locations;4;FL-Approver;2;Edit Location;0
jnj-test;Inventory;Locations;4;FL-Approver;3;Move Location Contents;0
jnj-test;Inventory;Locations;4;FL-Approver;4;Move Location;0
jnj-test;Inventory;Locations;4;FL-Approver;5;Delete Location;0
jnj-test;Inventory;Locations;5;FL-Archivist;1;Add Location;0
jnj-test;Inventory;Locations;5;FL-Archivist;2;Edit Location;0
jnj-test;Inventory;Locations;5;FL-Archivist;3;Move Location Contents;0
jnj-test;Inventory;Locations;5;FL-Archivist;4;Move Location;0
jnj-test;Inventory;Locations;5;FL-Archivist;5;Delete Location;0
jnj-test;Inventory;Locations;6;FL-Author;1;Add Location;0
jnj-test;Inventory;Locations;6;FL-Author;2;Edit Location;0
jnj-test;Inventory;Locations;6;FL-Author;3;Move Location Contents;0
jnj-test;Inventory;Locations;6;FL-Author;4;Move Location;0
jnj-test;Inventory;Locations;6;FL-Author;5;Delete Location;0
jnj-test;Inventory;Locations;7;GxP Std User;1;Add Location;0
jnj-test;Inventory;Locations;7;GxP Std User;2;Edit Location;0
jnj-test;Inventory;Locations;7;GxP Std User;3;Move Location Contents;0
jnj-test;Inventory;Locations;7;GxP Std User;4;Move Location;0
jnj-test;Inventory;Locations;7;GxP Std User;5;Delete Location;0
jnj-test;Inventory;Locations;8;GxP Superuser;1;Add Location;0
jnj-test;Inventory;Locations;8;GxP Superuser;2;Edit Location;0
jnj-test;Inventory;Locations;8;GxP Superuser;3;Move Location Contents;0
jnj-test;Inventory;Locations;8;GxP Superuser;4;Move Location;0
jnj-test;Inventory;Locations;8;GxP Superuser;5;Delete Location;0
jnj-test;Inventory;Locations;9;Janssen Internal User;1;Add Location;0
jnj-test;Inventory;Locations;9;Janssen Internal User;2;Edit Location;0
jnj-test;Inventory;Locations;9;Janssen Internal User;3;Move Location Contents;0
jnj-test;Inventory;Locations;9;Janssen Internal User;4;Move Location;0
jnj-test;Inventory;Locations;9;Janssen Internal User;5;Delete Location;0
jnj-test;Inventory;Locations;10;Non-GxP Standard User;1;Add Location;0
jnj-test;Inventory;Locations;10;Non-GxP Standard User;2;Edit Location;0
jnj-test;Inventory;Locations;10;Non-GxP Standard User;3;Move Location Contents;0
jnj-test;Inventory;Locations;10;Non-GxP Standard User;4;Move Location;0
jnj-test;Inventory;Locations;10;Non-GxP Standard User;5;Delete Location;0
jnj-test;Inventory;Locations;11;Recipe Builder;1;Add Location;0
jnj-test;Inventory;Locations;11;Recipe Builder;2;Edit Location;0
jnj-test;Inventory;Locations;11;Recipe Builder;3;Move Location Contents;0
jnj-test;Inventory;Locations;11;Recipe Builder;4;Move Location;0
jnj-test;Inventory;Locations;11;Recipe Builder;5;Delete Location;0
jnj-test;Inventory;Locations;12;ResearchCenterManager;1;Add Location;1
jnj-test;Inventory;Locations;12;ResearchCenterManager;2;Edit Location;0
jnj-test;Inventory;Locations;12;ResearchCenterManager;3;Move Location Contents;0
jnj-test;Inventory;Locations;12;ResearchCenterManager;4;Move Location;0
jnj-test;Inventory;Locations;12;ResearchCenterManager;5;Delete Location;0
jnj-test;Inventory;Locations;13;ResearchCenterUser;1;Add Location;1
jnj-test;Inventory;Locations;13;ResearchCenterUser;2;Edit Location;0
jnj-test;Inventory;Locations;13;ResearchCenterUser;3;Move Location Contents;0
jnj-test;Inventory;Locations;13;ResearchCenterUser;4;Move Location;0
jnj-test;Inventory;Locations;13;ResearchCenterUser;5;Delete Location;0
jnj-test;Inventory;Locations;14;ResearchCenterViewer;1;Add Location;0
jnj-test;Inventory;Locations;14;ResearchCenterViewer;2;Edit Location;0
jnj-test;Inventory;Locations;14;ResearchCenterViewer;3;Move Location Contents;0
jnj-test;Inventory;Locations;14;ResearchCenterViewer;4;Move Location;0
jnj-test;Inventory;Locations;14;ResearchCenterViewer;5;Delete Location;0
jnj-test;Inventory;Locations;15;Sign & 2 Stage Review;1;Add Location;0
jnj-test;Inventory;Locations;15;Sign & 2 Stage Review;2;Edit Location;0
jnj-test;Inventory;Locations;15;Sign & 2 Stage Review;3;Move Location Contents;0
jnj-test;Inventory;Locations;15;Sign & 2 Stage Review;4;Move Location;0
jnj-test;Inventory;Locations;15;Sign & 2 Stage Review;5;Delete Location;0
jnj-test;Inventory;Locations;16;Sign & Close;1;Add Location;0
jnj-test;Inventory;Locations;16;Sign & Close;2;Edit Location;0
jnj-test;Inventory;Locations;16;Sign & Close;3;Move Location Contents;0
jnj-test;Inventory;Locations;16;Sign & Close;4;Move Location;0
jnj-test;Inventory;Locations;16;Sign & Close;5;Delete Location;0
jnj-test;Inventory;Locations;17;Superuser;1;Add Location;0
jnj-test;Inventory;Locations;17;Superuser;2;Edit Location;0
jnj-test;Inventory;Locations;17;Superuser;3;Move Location Contents;0
jnj-test;Inventory;Locations;17;Superuser;4;Move Location;0
jnj-test;Inventory;Locations;17;Superuser;5;Delete Location;0
jnj-test;Inventory;Locations;18;TEST USER ROLES;1;Add Location;0
jnj-test;Inventory;Locations;18;TEST USER ROLES;2;Edit Location;0
jnj-test;Inventory;Locations;18;TEST USER ROLES;3;Move Location Contents;0
jnj-test;Inventory;Locations;18;TEST USER ROLES;4;Move Location;0
jnj-test;Inventory;Locations;18;TEST USER ROLES;5;Delete Location;0
jnj-test;Inventory;Containers;1;System Admin;1;Add Container;1
jnj-test;Inventory;Containers;1;System Admin;2;Edit Container;1
jnj-test;Inventory;Containers;1;System Admin;3;Aliquot Container;1
jnj-test;Inventory;Containers;1;System Admin;4;Update Amount;1
jnj-test;Inventory;Containers;1;System Admin;5;Export Containers;1
jnj-test;Inventory;Containers;1;System Admin;6;Update Home;1
jnj-test;Inventory;Containers;1;System Admin;7;Delete Container;1
jnj-test;Inventory;Containers;1;System Admin;8;Final Dispose;1
jnj-test;Inventory;Containers;2;Inventory Admin;1;Add Container;1
jnj-test;Inventory;Containers;2;Inventory Admin;2;Edit Container;1
jnj-test;Inventory;Containers;2;Inventory Admin;3;Aliquot Container;1
jnj-test;Inventory;Containers;2;Inventory Admin;4;Update Amount;1
jnj-test;Inventory;Containers;2;Inventory Admin;5;Export Containers;1
jnj-test;Inventory;Containers;2;Inventory Admin;6;Update Home;1
jnj-test;Inventory;Containers;2;Inventory Admin;7;Delete Container;1
jnj-test;Inventory;Containers;2;Inventory Admin;8;Final Dispose;1
jnj-test;Inventory;Containers;3;Standard User;1;Add Container;0
jnj-test;Inventory;Containers;3;Standard User;2;Edit Container;0
jnj-test;Inventory;Containers;3;Standard User;3;Aliquot Container;0
jnj-test;Inventory;Containers;3;Standard User;4;Update Amount;0
jnj-test;Inventory;Containers;3;Standard User;5;Export Containers;0
jnj-test;Inventory;Containers;3;Standard User;6;Update Home;0
jnj-test;Inventory;Containers;3;Standard User;7;Delete Container;0
jnj-test;Inventory;Containers;3;Standard User;8;Final Dispose;0
jnj-test;Inventory;Containers;4;FL-Approver;1;Add Container;0
jnj-test;Inventory;Containers;4;FL-Approver;2;Edit Container;0
jnj-test;Inventory;Containers;4;FL-Approver;3;Aliquot Container;0
jnj-test;Inventory;Containers;4;FL-Approver;4;Update Amount;0
jnj-test;Inventory;Containers;4;FL-Approver;5;Export Containers;0
jnj-test;Inventory;Containers;4;FL-Approver;6;Update Home;0
jnj-test;Inventory;Containers;4;FL-Approver;7;Delete Container;0
jnj-test;Inventory;Containers;4;FL-Approver;8;Final Dispose;0
jnj-test;Inventory;Containers;5;FL-Archivist;1;Add Container;0
jnj-test;Inventory;Containers;5;FL-Archivist;2;Edit Container;0
jnj-test;Inventory;Containers;5;FL-Archivist;3;Aliquot Container;0
jnj-test;Inventory;Containers;5;FL-Archivist;4;Update Amount;0
jnj-test;Inventory;Containers;5;FL-Archivist;5;Export Containers;0
jnj-test;Inventory;Containers;5;FL-Archivist;6;Update Home;0
jnj-test;Inventory;Containers;5;FL-Archivist;7;Delete Container;0
jnj-test;Inventory;Containers;5;FL-Archivist;8;Final Dispose;0
jnj-test;Inventory;Containers;6;FL-Author;1;Add Container;0
jnj-test;Inventory;Containers;6;FL-Author;2;Edit Container;0
jnj-test;Inventory;Containers;6;FL-Author;3;Aliquot Container;0
jnj-test;Inventory;Containers;6;FL-Author;4;Update Amount;0
jnj-test;Inventory;Containers;6;FL-Author;5;Export Containers;0
jnj-test;Inventory;Containers;6;FL-Author;6;Update Home;0
jnj-test;Inventory;Containers;6;FL-Author;7;Delete Container;0
jnj-test;Inventory;Containers;6;FL-Author;8;Final Dispose;0
jnj-test;Inventory;Containers;7;GxP Std User;1;Add Container;1
jnj-test;Inventory;Containers;7;GxP Std User;2;Edit Container;1
jnj-test;Inventory;Containers;7;GxP Std User;3;Aliquot Container;0
jnj-test;Inventory;Containers;7;GxP Std User;4;Update Amount;1
jnj-test;Inventory;Containers;7;GxP Std User;5;Export Containers;1
jnj-test;Inventory;Containers;7;GxP Std User;6;Update Home;0
jnj-test;Inventory;Containers;7;GxP Std User;7;Delete Container;0
jnj-test;Inventory;Containers;7;GxP Std User;8;Final Dispose;0
jnj-test;Inventory;Containers;8;GxP Superuser;1;Add Container;0
jnj-test;Inventory;Containers;8;GxP Superuser;2;Edit Container;0
jnj-test;Inventory;Containers;8;GxP Superuser;3;Aliquot Container;0
jnj-test;Inventory;Containers;8;GxP Superuser;4;Update Amount;0
jnj-test;Inventory;Containers;8;GxP Superuser;5;Export Containers;0
jnj-test;Inventory;Containers;8;GxP Superuser;6;Update Home;0
jnj-test;Inventory;Containers;8;GxP Superuser;7;Delete Container;0
jnj-test;Inventory;Containers;8;GxP Superuser;8;Final Dispose;0
jnj-test;Inventory;Containers;9;Janssen Internal User;1;Add Container;0
jnj-test;Inventory;Containers;9;Janssen Internal User;2;Edit Container;0
jnj-test;Inventory;Containers;9;Janssen Internal User;3;Aliquot Container;0
jnj-test;Inventory;Containers;9;Janssen Internal User;4;Update Amount;0
jnj-test;Inventory;Containers;9;Janssen Internal User;5;Export Containers;0
jnj-test;Inventory;Containers;9;Janssen Internal User;6;Update Home;0
jnj-test;Inventory;Containers;9;Janssen Internal User;7;Delete Container;0
jnj-test;Inventory;Containers;9;Janssen Internal User;8;Final Dispose;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;1;Add Container;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;2;Edit Container;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;3;Aliquot Container;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;4;Update Amount;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;5;Export Containers;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;6;Update Home;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;7;Delete Container;0
jnj-test;Inventory;Containers;10;Non-GxP Standard User;8;Final Dispose;0
jnj-test;Inventory;Containers;11;Recipe Builder;1;Add Container;0
jnj-test;Inventory;Containers;11;Recipe Builder;2;Edit Container;0
jnj-test;Inventory;Containers;11;Recipe Builder;3;Aliquot Container;0
jnj-test;Inventory;Containers;11;Recipe Builder;4;Update Amount;0
jnj-test;Inventory;Containers;11;Recipe Builder;5;Export Containers;0
jnj-test;Inventory;Containers;11;Recipe Builder;6;Update Home;0
jnj-test;Inventory;Containers;11;Recipe Builder;7;Delete Container;0
jnj-test;Inventory;Containers;11;Recipe Builder;8;Final Dispose;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;1;Add Container;1
jnj-test;Inventory;Containers;12;ResearchCenterManager;2;Edit Container;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;3;Aliquot Container;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;4;Update Amount;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;5;Export Containers;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;6;Update Home;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;7;Delete Container;0
jnj-test;Inventory;Containers;12;ResearchCenterManager;8;Final Dispose;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;1;Add Container;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;2;Edit Container;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;3;Aliquot Container;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;4;Update Amount;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;5;Export Containers;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;6;Update Home;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;7;Delete Container;0
jnj-test;Inventory;Containers;13;ResearchCenterUser;8;Final Dispose;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;1;Add Container;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;2;Edit Container;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;3;Aliquot Container;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;4;Update Amount;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;5;Export Containers;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;6;Update Home;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;7;Delete Container;0
jnj-test;Inventory;Containers;14;ResearchCenterViewer;8;Final Dispose;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;1;Add Container;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;2;Edit Container;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;3;Aliquot Container;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;4;Update Amount;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;5;Export Containers;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;6;Update Home;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;7;Delete Container;0
jnj-test;Inventory;Containers;15;Sign & 2 Stage Review;8;Final Dispose;0
jnj-test;Inventory;Containers;16;Sign & Close;1;Add Container;0
jnj-test;Inventory;Containers;16;Sign & Close;2;Edit Container;0
jnj-test;Inventory;Containers;16;Sign & Close;3;Aliquot Container;0
jnj-test;Inventory;Containers;16;Sign & Close;4;Update Amount;0
jnj-test;Inventory;Containers;16;Sign & Close;5;Export Containers;0
jnj-test;Inventory;Containers;16;Sign & Close;6;Update Home;0
jnj-test;Inventory;Containers;16;Sign & Close;7;Delete Container;0
jnj-test;Inventory;Containers;16;Sign & Close;8;Final Dispose;0
jnj-test;Inventory;Containers;17;Superuser;1;Add Container;0
jnj-test;Inventory;Containers;17;Superuser;2;Edit Container;0
jnj-test;Inventory;Containers;17;Superuser;3;Aliquot Container;0
jnj-test;Inventory;Containers;17;Superuser;4;Update Amount;0
jnj-test;Inventory;Containers;17;Superuser;5;Export Containers;0
jnj-test;Inventory;Containers;17;Superuser;6;Update Home;0
jnj-test;Inventory;Containers;17;Superuser;7;Delete Container;0
jnj-test;Inventory;Containers;17;Superuser;8;Final Dispose;0
jnj-test;Inventory;Containers;18;TEST USER ROLES;1;Add Container;1
jnj-test;Inventory;Containers;18;TEST USER ROLES;2;Edit Container;1
jnj-test;Inventory;Containers;18;TEST USER ROLES;3;Aliquot Container;0
jnj-test;Inventory;Containers;18;TEST USER ROLES;4;Update Amount;1
jnj-test;Inventory;Containers;18;TEST USER ROLES;5;Export Containers;1
jnj-test;Inventory;Containers;18;TEST USER ROLES;6;Update Home;0
jnj-test;Inventory;Containers;18;TEST USER ROLES;7;Delete Container;0
jnj-test;Inventory;Containers;18;TEST USER ROLES;8;Final Dispose;0
jnj-test;HELM Monomer Libraries;;1;System Admin;1;Create & Manage Libraries;1
jnj-test;HELM Monomer Libraries;;1;System Admin;2;Add New Monomers;1
jnj-test;HELM Monomer Libraries;;1;System Admin;3;Access Monomer Curation App;1
jnj-test;HELM Monomer Libraries;;2;Inventory Admin;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;2;Inventory Admin;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;2;Inventory Admin;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;3;Standard User;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;3;Standard User;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;3;Standard User;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;4;FL-Approver;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;4;FL-Approver;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;4;FL-Approver;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;5;FL-Archivist;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;5;FL-Archivist;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;5;FL-Archivist;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;6;FL-Author;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;6;FL-Author;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;6;FL-Author;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;7;GxP Std User;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;7;GxP Std User;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;7;GxP Std User;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;8;GxP Superuser;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;8;GxP Superuser;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;8;GxP Superuser;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;9;Janssen Internal User;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;9;Janssen Internal User;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;9;Janssen Internal User;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;10;Non-GxP Standard User;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;10;Non-GxP Standard User;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;10;Non-GxP Standard User;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;11;Recipe Builder;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;11;Recipe Builder;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;11;Recipe Builder;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;12;ResearchCenterManager;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;12;ResearchCenterManager;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;12;ResearchCenterManager;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;13;ResearchCenterUser;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;13;ResearchCenterUser;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;13;ResearchCenterUser;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;14;ResearchCenterViewer;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;14;ResearchCenterViewer;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;14;ResearchCenterViewer;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;15;Sign & 2 Stage Review;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;15;Sign & 2 Stage Review;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;15;Sign & 2 Stage Review;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;16;Sign & Close;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;16;Sign & Close;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;16;Sign & Close;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;17;Superuser;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;17;Superuser;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;17;Superuser;3;Access Monomer Curation App;0
jnj-test;HELM Monomer Libraries;;18;TEST USER ROLES;1;Create & Manage Libraries;0
jnj-test;HELM Monomer Libraries;;18;TEST USER ROLES;2;Add New Monomers;0
jnj-test;HELM Monomer Libraries;;18;TEST USER ROLES;3;Access Monomer Curation App;0
